"Variable","Uncorrelated_Estimate","Uncorrelated_Std. Error","Uncorrelated_t-value","Uncorrelated_Pr(>|t|)","Correlated_Estimate","Correlated_Std. Error","Correlated_t-value","Correlated_Pr(>|t|)"
"corr12",NA,NA,NA,NA,0.884244822165511,0.0093703348247236,94.3664061856608,0
"h1.(Intercept)",-1.5736569598279,0.227478104764467,-6.91783924196697,4.58588722551667e-12,-1.60358681281215,0.22654371586751,-7.078487287416,1.45727874212298e-12
"h1.Colonial Ties",0.240679432978403,0.0282033506426697,8.53371771417371,0,0.223494684161478,0.0279902775759244,7.98472553747431,1.33226762955019e-15
"h1.Common Language",0.253192736417436,0.0205635149155743,12.3127168413059,0,0.255486924648635,0.0204453932340753,12.4960631338128,0
"h1.Common Religion",0.021363298774251,0.039153771954637,0.545625560648467,0.585323350438895,0.0174221785907156,0.0389455298323096,0.447347324987782,0.654624302125675
"h1.CPIAbudget",-0.044640330615603,0.0161919873115952,-2.75693957489922,0.00583451322201545,-0.042651254645245,0.0160984281219755,-2.64940491842324,0.0080633657827045
"h1.CPIAPublicAdm",0.121620846445405,0.0178439742624427,6.81579364869336,9.3745011753299e-12,0.127071004261319,0.0177103464845402,7.17495868148273,7.23199278240827e-13
"h1.Distance",-0.0332789654129262,0.0144346653798702,-2.30548921898357,0.0211391898628426,-0.0325875285785645,0.0143631605890703,-2.26882714124647,0.0232788397783545
"h1.EIA",-0.00208796773206485,0.00657606020061232,-0.317510434571514,0.75085632313709,-0.00220402199650813,0.0065269534209356,-0.337680055971995,0.735604305856655
"h1.Investment Agreement",-0.0822495386905755,0.0138215531072237,-5.95081739747383,2.66806621240789e-09,-0.0736322100991048,0.0137442122737116,-5.35732486029341,8.44631753427194e-08
"h1.MDBDummy",0.00318141732940765,0.00261772774699513,1.21533545001369,0.224238176468387,0.00287431166154085,0.00257717403112098,1.1152959120462,0.264723636637789
"h1.INDC15",0.106395348857663,0.0694273355197761,1.53247057605079,0.125406353113298,0.025838401694233,0.058303844337642,0.443168061862281,0.657644178220469
"h1.INDC16",-0.003497323987826,0.0216961088363878,-0.16119590910055,0.871939103049468,-0.00748942755382047,0.0196157180684814,-0.381807463161621,0.702604182609738
"h1.INDC17",0.0656739862283089,0.0277417341807145,2.36733528626931,0.0179166932226149,0.059788070238893,0.0240602269263494,2.48493376317314,0.0129575541586504
"h1.INDC18",0.0136995972455964,0.0372025239582033,0.368243758433911,0.712691484666056,0.0315173376296994,0.0311956405420735,1.01031224498154,0.312345716375334
"h1.NDCActOnly",0.0549562167349832,0.017609744585235,3.12078443097134,0.00180370017561038,0.0582878748295609,0.0173627032052532,3.35707373100321,0.000787721035576006
"h1.NDCnonGHG",0.0942940196865838,0.0151776563959707,6.21268641393256,5.20863352448941e-10,0.100155741290285,0.0150017772218658,6.67625840652426,2.45119480268841e-11
"h1.Provider GDP",0.0659617099253279,0.0360023658963355,1.83214931249954,0.0669291781899606,0.0578001157547286,0.0359128898326986,1.60945320813759,0.107517278723913
"h1.ProviderISO_ARE",-0.708746902169249,0.0902858124652067,-7.85003626613403,4.2188474935756e-15,-0.679268131588736,0.0902148315741465,-7.52945075367628,5.08482145278322e-14
"h1.ProviderISO_AUS",-0.151848954284071,0.100070343125998,-1.51742214067237,0.129160137421517,-0.123637347635594,0.0997717676104338,-1.23920173608976,0.215270797810041
"h1.ProviderISO_AUT",-0.137657050905,0.0725412991607929,-1.89763696676942,0.0577439212353053,-0.105104011088485,0.072341160960393,-1.45289361814403,0.146253293153807
"h1.ProviderISO_BEL",-0.39812088296646,0.0757647369459558,-5.25469894062255,1.48266802613151e-07,-0.362476468892416,0.075600209292805,-4.79464901331846,1.62959894201009e-06
"h1.ProviderISO_CAN",-0.916080327392784,0.100195957086008,-9.14288713871385,0,-0.866449707743083,0.0998913592377295,-8.67392049077075,0
"h1.ProviderISO_CHE",-0.474936559769751,0.0879624689370896,-5.39930910885896,6.68980233431427e-08,-0.442404816740355,0.0877592924085141,-5.04111649716805,4.62823595226425e-07
"h1.ProviderISO_CZE",0.0515376041218776,0.0670957226129015,0.768120561413668,0.442415562368663,0.0584300612009979,0.066928299483759,0.873024739186398,0.382649593477146
"h1.ProviderISO_DEU",-0.0377470444459427,0.0909000830213766,-0.415258635540144,0.677952578645329,0.0197782551011871,0.0907039298973894,0.218052901605935,0.827387893445394
"h1.ProviderISO_DNK",-0.465490697068961,0.0731482329830014,-6.36366290867387,1.96998195534093e-10,-0.441224823843907,0.0730179565429538,-6.04268928813902,1.51566359463118e-09
"h1.ProviderISO_ESP",-0.391262405748715,0.0815251983040623,-4.79928186484667,1.59235561691951e-06,-0.359523480853165,0.0813092598672797,-4.42167941806397,9.7936691760836e-06
"h1.ProviderISO_FIN",-0.44309045386296,0.0687380458621997,-6.44607288882245,1.14785514426785e-10,-0.415475284222853,0.0685988137759876,-6.05659575367593,1.3903238560431e-09
"h1.ProviderISO_FRA",-0.157290979528757,0.0897697892669586,-1.75215939363523,0.0797464037857145,-0.0739689583458732,0.0896126717657915,-0.825429672928354,0.409127694386137
"h1.ProviderISO_GBR",-0.36237345922607,0.0960132321761457,-3.77420331565612,0.000160519811675419,-0.318333537767111,0.0957490502492513,-3.32466522580051,0.000885247621253082
"h1.ProviderISO_IRL",-0.385024731492821,0.0824672384724248,-4.66882047495218,3.02933944151818e-06,-0.364412311118112,0.0822535542021065,-4.43035337078212,9.40787981895674e-06
"h1.ProviderISO_ITA",-0.173378896573455,0.0849070475649004,-2.04198475327892,0.0411530437436569,-0.149703243181422,0.0846634386818428,-1.76821595616961,0.0770248076900668
"h1.ProviderISO_JPN",-0.623296808093153,0.0782561456875435,-7.96482886573299,1.55431223447522e-15,-0.565941533389731,0.0780185727557978,-7.2539334340447,4.04787314778332e-13
"h1.ProviderISO_KOR",0.0710529119423696,0.0793476022095276,0.895463882509583,0.370539164573858,0.0986625457730769,0.0791279288524857,1.24687385609459,0.21244375426329
"h1.ProviderISO_LUX",0.0699269924837049,0.0649355675256084,1.07686734940952,0.281539531593184,0.0719858433388092,0.0647832533668085,1.11117981264724,0.266490958828276
"h1.ProviderISO_NLD",-0.43055383537008,0.0942911350121276,-4.56621754860309,4.96603396316075e-06,-0.399294996116879,0.094065739219957,-4.24485045701065,2.18739250508193e-05
"h1.ProviderISO_NOR",0.0100926679748803,0.0720874969201976,0.14000580414178,0.888655404517422,0.0388913027829222,0.0719225280366398,0.540738817788907,0.588687618755953
"h1.ProviderISO_NZL",-0.26576332858196,0.0733015678600377,-3.62561588163312,0.000288273588496812,-0.244337301770182,0.0731319688832524,-3.34104640557731,0.000834632716375072
"h1.ProviderISO_PRT",-0.286874778390069,0.08463587391139,-3.38951753118795,0.000700157317848227,-0.271733759226244,0.0843893561956746,-3.22000038246733,0.00128190425705021
"h1.ProviderISO_SWE",-0.284321752286753,0.0775688113793744,-3.66541329215667,0.000246939468268925,-0.241044683055444,0.0773870976626125,-3.11479161689634,0.00184074901375308
"h1.Provider Population",-0.513900769594562,0.607578679875953,-0.845817647353068,0.397654479151426,-0.35866361803366,0.605857429245825,-0.591993430665902,0.55385498745497
"h1.Recipient GDP",0.0582936923670774,0.00547098426000525,10.6550649017991,0,0.0597961882894517,0.00544382046250621,10.9842322503639,0
"h1.Recipient Population",-0.0105746711517226,0.0480763421551371,-0.219955817720061,0.825905564362556,-0.0348615474097717,0.0476749421872872,-0.731234183207205,0.464636124096852
"h1.WRI (Vulnerability)",0.272694697388843,0.139772542829251,1.95098902737981,0.0510583510708578,0.325211189981099,0.139109723071005,2.33780344609775,0.0193974467713052
"h1.wto",0.0706466812476702,0.0188325440887385,3.75130842199465,0.000175914142696243,0.0725979146183834,0.0187119853712774,3.87975477630609,0.000104561827696914
"h2.(Intercept)",1.73121748205317,0.111732540456961,15.4942998250365,0,1.17806365341139,0.119707731472461,9.84116597082454,0
"h2.climate_class_Air_Pollution_Mitigation",0.071065635866377,0.00907834545557655,7.828038293335,4.88498130835069e-15,0.065229564185126,0.00900053811616989,7.24729603310473,4.25215418431435e-13
"h2.climate_class_Green_Growth_Strategies",0.0814090961260613,0.0082969322860384,9.81195137184038,0,0.0710556566847502,0.00824318124524422,8.61993137973822,0
"h2.climate_class_Hydro_Power_Plants",0.174039295847305,0.00877344201607919,19.8370600191283,0,0.158944462954675,0.0088358082870365,17.9886726591693,0
"h2.climate_class_Renewable_energy",0.147938983424032,0.00770281310625463,19.2058383584443,0,0.132589537501905,0.00777300467039458,17.057694305383,0
"h2.climate_class_Solar_Energy",0.0550039066028304,0.0079914360181002,6.88285640756546,5.86641846211933e-12,0.0482250293087816,0.00793229128552423,6.07958376374658,1.20494925148762e-09
"h2.climate_class_Wind_power_farms",0.12882916744553,0.0140735190932864,9.15401233988351,0,0.110777335060095,0.0139025428772013,7.96813475337366,1.55431223447522e-15
"h2.Colonial Ties",0.00329663729651643,0.00912373814323916,0.36132528627636,0.717856293051644,0.0707842269805713,0.0111230579172923,6.36373805718726,1.96901828175555e-10
"h2.Common Language",0.00794526789450979,0.00674339099322814,1.17823034471657,0.238704788269283,0.057538461458059,0.00797624380259254,7.21372902861334,5.44453371276177e-13
"h2.Common Religion",-0.0542972462678229,0.0190707579613193,-2.8471467352243,0.00441130239887699,-0.0253106255460754,0.020291645440737,-1.24734219410627,0.212272052382511
"h2.CPIAbudget",0.0218568603047927,0.00792145228649566,2.75919863104571,0.0057943303902217,0.0159098468114512,0.00845937689880552,1.88073507088894,0.0600079664176418
"h2.CPIAPublicAdm",0.017094241122465,0.0114738346537075,1.48984551707318,0.136264859864171,0.0523855992510704,0.011765559879012,4.45245273406143,8.48949317000525e-06
"h2.Distance",-0.042919007161798,0.00620296710075068,-6.91910926895032,4.54503101821047e-12,-0.0478745201511099,0.00670295091147011,-7.14230505092717,9.17710352155154e-13
"h2.EIA",0.00341844349443862,0.00259373392729769,1.31796228536061,0.187516273427451,0.0023006261703609,0.00285860053273191,0.804808557200623,0.420930162853552
"h2.Investment Agreement",0.0321252749378786,0.00476795638964112,6.73774512864129,1.60862434483988e-11,0.0117449867683417,0.00553499245553555,2.12195172128835,0.0338417924670664
"h2.MDBDummy",0.00167809323405873,0.000892041945496607,1.88118198088154,0.0599471680223171,0.00269658982574619,0.00101876858907125,2.64691104012592,0.00812307188258754
"h2.Provider debt to GDP",-0.0725879929752845,0.0337371078037917,-2.15157723055106,0.0314306670589424,-0.0625485150281193,0.0325124345118037,-1.92383363372592,0.0543754401113135
"h2.Provider fiscal Bal",-0.390595261692498,0.118486406005299,-3.29654071602974,0.000978834254745209,-0.371040246186439,0.114417352026172,-3.24286692198195,0.00118333468776433
"h2.Provider GDP",-0.16349265329151,0.0245562709051041,-6.65787789698672,2.77808887005904e-11,-0.154846354679253,0.0249361871973297,-6.20970453317077,5.30843147217297e-10
"h2.ProviderISO_ARE",0.795659574277958,0.065965494214857,12.0617541602342,0,0.648299578082424,0.0659366680451621,9.83215557143989,0
"h2.ProviderISO_AUS",0.546008091914215,0.0875785230110208,6.23449760445841,4.53230342145616e-10,0.533741579730589,0.0867557541161495,6.15223261175288,7.63997087815937e-10
"h2.ProviderISO_AUT",0.344246593529741,0.0640862391661511,5.37161484288759,7.80346451900726e-08,0.314664169333801,0.0628912203053442,5.00330837605105,5.63546823650896e-07
"h2.ProviderISO_BEL",0.525747221511954,0.0678919821821664,7.74387791626528,9.54791801177635e-15,0.438084203968152,0.0664058602705347,6.59707143591568,4.19357881753513e-11
"h2.ProviderISO_CAN",0.465194362069934,0.0847847370509315,5.48677012220354,4.0934927003633e-08,0.273418405522037,0.084246699945035,3.2454494443156,0.00117265384239817
"h2.ProviderISO_CHE",0.556051575210932,0.077519325138279,7.173070382373,7.33413330067378e-13,0.467379184031546,0.0767494922514447,6.08967134922965,1.13142717417247e-09
"h2.ProviderISO_CZE",0.194102725361591,0.0490044829411692,3.96091773062099,7.46622552527665e-05,0.220869751107919,0.0486843979130997,4.53676661467941,5.71232611368266e-06
"h2.ProviderISO_DEU",0.5876335688976,0.0785073797103867,7.48507428302125,7.14983627858601e-14,0.579564761324459,0.0778012513032768,7.44929871455742,9.39248678832882e-14
"h2.ProviderISO_DNK",0.504980594049956,0.0612645143699495,8.24262787754424,2.22044604925031e-16,0.417633451584215,0.0605022135912741,6.90277969671589,5.09947639670827e-12
"h2.ProviderISO_ESP",0.295851658837907,0.0739331417476625,4.00161080463297,6.29127211706493e-05,0.21883980696048,0.0724733714735373,3.01958916097048,0.00253117778250012
"h2.ProviderISO_FIN",0.297699714687959,0.0558683292461443,5.32859526506252,9.89752790836462e-08,0.210563164836433,0.0550333255652304,3.82610286901261,0.000130187904247681
"h2.ProviderISO_FRA",0.515146576961913,0.0794544258608232,6.48354791291643,8.95903351505467e-11,0.456092750700808,0.0783640222074766,5.82018045849224,5.87841242349896e-09
"h2.ProviderISO_GBR",0.509160945045808,0.0824882447135653,6.17252733178932,6.7206906706474e-10,0.433255683075121,0.0813619424001663,5.325041048605,1.00930244162356e-07
"h2.ProviderISO_IRL",0.285194097367261,0.0612287318739846,4.65784752743568,3.19532722792282e-06,0.209458883182852,0.060622581029472,3.45512974911152,0.00055002806078952
"h2.ProviderISO_ITA",0.429849165581641,0.0777883664730195,5.52587983359609,3.2783847192519e-08,0.399351765322492,0.0758260954341755,5.26667980245889,1.38913187175405e-07
"h2.ProviderISO_JPN",0.685168897734633,0.0765210459280119,8.9539928450431,0,0.530457784135141,0.0743126115043509,7.13819328101642,9.45687972375708e-13
"h2.ProviderISO_KOR",0.36965111936678,0.0715881453812413,5.16358005083398,2.42270901562591e-07,0.396782076625114,0.0706570740883598,5.61560299155497,1.95877940534217e-08
"h2.ProviderISO_LUX",0.133440600100814,0.0328459704993094,4.06261705994102,4.85255994835398e-05,0.146642090962965,0.0339594411104483,4.31815383786889,1.57339751909458e-05
"h2.ProviderISO_NLD",0.498490153735032,0.0772302249306805,6.45459927356759,1.08505648910295e-10,0.411940729363459,0.0763726355792646,5.39382628658821,6.89729025005192e-08
"h2.ProviderISO_NOR",0.49118613064826,0.0658068150726361,7.46406174050666,8.39328606616618e-14,0.499250245463237,0.0648291794055814,7.70101133534099,1.35447209004269e-14
"h2.ProviderISO_NZL",0.374879333669593,0.0515084512256131,7.27801602940024,3.38840067115598e-13,0.329876001503156,0.0515027193845675,6.40502104442278,1.50348622440788e-10
"h2.ProviderISO_POL",0.24568878006466,0.0578868463289983,4.2442937497112,2.1928294781759e-05,0.253202758467541,0.0550790395380388,4.59708013413475,4.28452866452211e-06
"h2.ProviderISO_PRT",0.318503358116068,0.0573203703891194,5.55654745344295,2.75162939100682e-08,0.243354159845651,0.0569911054707736,4.27003754069043,1.95440068391228e-05
"h2.ProviderISO_SWE",0.493221232695338,0.0693887883355237,7.10808250909943,1.17661436149774e-12,0.433735218926167,0.0683417917252242,6.34655908159458,2.20184093180364e-10
"h2.Provider Population",3.75114592012315,0.497118878733848,7.5457724109719,4.48530101948563e-14,3.71312320334469,0.493667511751855,7.52150610472239,5.41788836017076e-14
"h2.Recipient debt to GDP",-0.0840841297412092,0.0191193020254742,-4.39786607425193,1.09320398129498e-05,-0.0525009523210861,0.0184843694501786,-2.84028905949934,0.00450726712056038
"h2.Recipient Fiscal Bal",0.0516455145644162,0.0743867777777524,0.694283528703435,0.487504418469355,0.0518129928257647,0.0721634688912955,0.717994764134939,0.472760515196367
