trim_lo,trim_hi,n_trimmed,covariate,estimate,se,convergence,label
0.01,0.99,1817,colony,4.73702704462745,4.61017238928523,0.593333333333333,adapt
0.01,0.99,1817,comlang,11.4698750696386,3.5321430009466,0.593333333333333,adapt
0.01,0.99,1817,comrelig,-26.7092027770698,11.7942806519754,0.593333333333333,adapt
0.01,0.99,1817,wto,-0.924923972276171,10.7903338073477,0.593333333333333,adapt
0.01,0.99,1817,EIA,-0.153385820186306,2.08100037276416,0.593333333333333,adapt
0.01,0.99,1817,InvestAgree,9.82564045984245,3.05420638804595,0.593333333333333,adapt
0.01,0.99,1817,MDBDummy,53.9777306614476,5.72064088305073,0.593333333333333,adapt
0.01,0.99,1817,NDCActOnly,-3.5317267367337,7.1086992642209,0.593333333333333,adapt
0.01,0.99,1817,NDCnonGHG,-2.44206765615547,10.0989016886518,0.593333333333333,adapt
0.01,0.99,1817,NDC15,9.10757014424488,4.42961761554889,0.593333333333333,adapt
0.01,0.99,1817,NDC16,9.77393073348038,8.83613551357182,0.593333333333333,adapt
0.01,0.99,1817,NDC17,16.8136453401801,8.05565364149049,0.593333333333333,adapt
0.01,0.99,1817,NDC18,11.7433132030512,13.485605366257,0.593333333333333,adapt
0.01,0.99,1817,RecipientWRIVul,-11.7760215556941,37.5592566200324,0.593333333333333,adapt
0.01,0.99,1817,CPIAPublicAdm,-0.688838359370696,8.56924125605359,0.593333333333333,adapt
0.01,0.99,1817,CPIAbudget,2.62176945651576,6.26043403053587,0.593333333333333,adapt
0.01,0.99,1817,RecipientGDPtot,6.09595369483692,3.30193600499334,0.593333333333333,adapt
0.01,0.99,1817,ProviderGDPtot,0.645861715169769,2.29945682475107,0.593333333333333,adapt
0.01,0.99,1817,RecipientPop,-13.9750680027672,132.533995358999,0.593333333333333,adapt
0.01,0.99,1817,ProviderPop,11.6256368387305,24.6146084733919,0.593333333333333,adapt
0.01,0.99,1817,Recipientdebt,15.7424118587738,17.2423875558685,0.593333333333333,adapt
0.01,0.99,1817,Providerdebt,12.4909938924188,4.09002847084177,0.593333333333333,adapt
0.01,0.99,1817,RecipientfisB,29.6352460318545,48.7863421555272,0.593333333333333,adapt
0.01,0.99,1817,ProviderfisB,176.287489519721,46.2474764201332,0.593333333333333,adapt
0.01,0.99,1817,distw,6.02175100439692,4.08173529469612,0.593333333333333,adapt
0.05,0.95,6040,colony,4.65247079518091,4.65703083677093,0.593333333333333,adapt
0.05,0.95,6040,comlang,11.3327367762983,3.63450400076452,0.593333333333333,adapt
0.05,0.95,6040,comrelig,-27.4622409524799,11.911087063908,0.593333333333333,adapt
