Variable;Uncorrelated_Estimate;Uncorrelated_Std. Error;Uncorrelated_t-value;Uncorrelated_Pr(>|t|);Correlated_Estimate;Correlated_Std. Error;Correlated_t-value;Correlated_Pr(>|t|)
Correlation coefficient;NA;NA;NA;NA;0.201282843368582;0.0338460170460958;5.94701713629848;2.73072831014076e-09
h1.(Intercept);-0.647261885409578;0.326424229596911;-1.98288554194907;0.0473802159892365;-0.625525419834421;0.326408341946802;-1.91638919551991;0.0553155750458836
h1.Colonial Ties;0.813395069096497;0.0412462956477032;19.7204392860863;0;0.81246865437754;0.041242047714661;19.7000076232567;0
h1.Common Language;0.665038521442731;0.0219406933105858;30.3107341244256;0;0.665753674984223;0.0219604305284422;30.3160575163573;0
h1.Common Religion;0.89399757951376;0.0439733309932948;20.3304493728274;0;0.900612825928289;0.0440537996534312;20.443476681089;0
h1.CPIAbudget;0.0397813354164484;0.016724077890652;2.37868632737499;0.0173744535460463;0.0372957153913946;0.0167230545764765;2.23019755277583;0.0257343306634217
h1.CPIAPublicAdm;0.169250084082863;0.0197035071813384;8.58984558054538;0;0.171349532730481;0.0197137334366394;8.69188645982277;0
h1.distance;-0.592325529537568;0.0170857573915823;-34.6677946995426;0;-0.595739883281183;0.0170986159155706;-34.8414097505215;0
h1.EIA;0.0558762175057218;0.00804427574348311;6.94608430733975;3.75566244770198e-12;0.0557579581670685;0.00804526393936034;6.9305318740732;4.19264623019444e-12
h1. Investment Agreement;0.094799293216643;0.0176783476056837;5.36245215509646;8.20997183570427e-08;0.0968800036957436;0.0176829521407634;5.47872340119116;4.28405446672997e-08
h1.MDBDummy;0.0473848997653707;0.00361597797555636;13.1043109459426;0;0.0468712969831401;0.00361821717814347;12.9542519631699;0
h1.INDC15;-0.0655088896413723;0.0868697086178731;-0.754105092369265;0.450786119856125;-0.0965673466666457;0.0874308163900503;-1.10450011396251;0.269376254144174
h1.INDC16;0.12138363527078;0.0309174455777237;3.92605640610356;8.63499144432289e-05;0.116928398727481;0.0308989975229749;3.7842133435086;0.000154195514205702
h1.INDC17;0.129924306802093;0.031312850400784;4.14923282739025;3.33591382744025e-05;0.125461689606947;0.031297442202678;4.00868827537004;6.10569496879432e-05
h1.INDC18;0.338855670597788;0.0354048308041391;9.5708880088243;0;0.332853408696182;0.0354042310148403;9.40151499284536;0
h1.NDCActOnly;0.440847845248239;0.0192813242093134;22.8639817712985;0;0.441813186880256;0.0192813438311985;22.9140246005765;0
h1.NDCnonGHG;0.118887613997921;0.017760638350655;6.69388181047763;2.17326157070374e-11;0.11844348518592;0.0177518549852776;6.67217512108738;2.52040610604354e-11
h1.Provider GDP;0.289191924719535;0.0744627954716204;3.88371028629664;0.000102874478261628;0.290838444903509;0.0744613249215548;3.90589940764428;9.38755604305008e-05
h1.ProviderISO_ARE;-0.97345034562707;0.197926663059751;-4.91823754606119;8.73269008438982e-07;-1.04121583850719;0.199183029809155;-5.2274324750699;1.71880139454572e-07
h1.ProviderISO_AUS;2.12863950169305;0.249383255532334;8.53561518053509;0;2.12703813051934;0.249329635122118;8.5310281285959;0
h1.ProviderISO_AUT;1.26556259375503;0.187673340221055;6.7434329898128;1.54687374021023e-11;1.26253670266817;0.187660970247961;6.72775325098207;1.72302172529726e-11
h1.ProviderISO_BEL;1.86251550213101;0.196076619906433;9.49891681639453;0;1.85778932303202;0.19607028722298;9.47511909807761;0
h1.ProviderISO_CAN;1.2980592491749;0.245562468748664;5.28606531686027;1.24975285897833e-07;1.29769832442888;0.245564337104581;5.28455532154987;1.26010466283688e-07
h1.ProviderISO_CHE;1.61909364924219;0.221213474758857;7.31914568498666;2.49578135935735e-13;1.61146534380252;0.221198534496822;7.28515379845645;3.2129854332652e-13
h1.ProviderISO_CZE;1.11268922109894;0.143198428557454;7.77026139398246;7.7715611723761e-15;1.11058148904771;0.143192093154189;7.75588557010508;8.88178419700125e-15
h1.ProviderISO_DEU;1.9862245008249;0.233976424932239;8.48899414289336;0;1.97708062452888;0.233964109262084;8.45035860741432;0
h1.ProviderISO_DNK;1.28419549931749;0.177034748910235;7.25391770385508;4.04787314778332e-13;1.28100807582788;0.177029453487222;7.23612964167201;4.6163073363914e-13
h1.ProviderISO_ESP;1.49058088157023;0.211799063553268;7.03771233245015;1.9542145679452e-12;1.48776800172335;0.211763495833242;7.0256112644406;2.13140616267538e-12
h1.ProviderISO_FIN;1.8587409293776;0.160727043251011;11.5645811170356;0;1.85674824180366;0.16069946021534;11.5541660147183;0
h1.ProviderISO_FRA;0.771457434053023;0.233167434013557;3.30859854986511;0.000937641787302379;0.77201585613526;0.23316518019973;3.31102549477563;0.000929547392796382
h1.ProviderISO_GBR;0.684021871506759;0.238909353999803;2.86310209313664;0.00419515366227285;0.680016050140726;0.238940113699607;2.84596855509844;0.00442765668653888
h1.ProviderISO_GRC;-0.0950122045958123;0.160271817293349;-0.592819163096586;0.553302181632067;-0.0972007373091193;0.160275761846162;-0.606459368462813;0.544209755566529
h1.ProviderISO_IRL;1.74358483735824;0.168191301678667;10.3666766352127;0;1.74205251284652;0.168233032014553;10.3549968278276;0
h1.ProviderISO_ISL;1.72628551259984;0.106819718766318;16.1607382282696;0;1.7292332384951;0.10682917605632;16.1869004548294;0
h1.ProviderISO_ITA;1.27632599870348;0.222125031095174;5.7459800564152;9.13900777277377e-09;1.26761599022576;0.222136322222663;5.70647779499625;1.15337945860716e-08
h1.ProviderISO_JPN;2.25817536135948;0.192608523944319;11.7241714702736;0;2.26557145756683;0.192622046705511;11.761745326227;0
